bookID,title,author,rating,pages
11623,The Unabridged Journals of Sylvia Plath,Sylvia Plath,4.31,732
11625,Ariel,Sylvia Plath,4.27,256
11627,The Colossus and Other Poems,Sylvia Plath,4.19,84
11630,Rough Magic,Paul Alexander,3.92,402
11632,The Journals of Sylvia Plath,Sylvia Plath,4.17,384
11635,The Death and Life of Sylvia Plath,Ronald Hayman,3.67,224
11643,Te Kaihau,Keri Hulme,3.72,239
11648,Everyman,Philip Roth,3.58,182
11650,American Pastoral,Philip Roth,3.92,432
11653,I Married a Communist,Philip Roth,3.81,323
11654,Sabbath's Theater,Philip Roth,3.85,451
11655,The Counterlife,Philip Roth,3.91,336
11656,Rabbit Angstrom,John Updike,4.26,1520
11657,Terrorist,John Updike,3.17,320
11663,Rabbit Novels,John Updike,3.98,640
11664,Brazil,John Updike,3.45,272
11665,Conversations with John Updike,James Plath,3.57,302
11666,Rabbit at Rest,John Updike,3.97,608
11668,Rest Rabbit Rest,Jacquelyn Reinach,4.02,32
11669,The Mambo Kings Play Songs of Love,Oscar Hijuelos,3.68,448
11670,Mr. Ives' Christmas,Oscar Hijuelos,3.76,256
11671,A Simple Habana Melody,Oscar Hijuelos,3.45,368
11672,The Fourteen Sisters of Emilio Montez O'Brien,Oscar Hijuelos,3.69,496
11686,The Stories of John Cheever,John Cheever,4.27,693
11690,Istanbul,Orhan Pamuk,3.79,356
11692,The Black Book,Orhan Pamuk,3.91,466
11693,The White Castle,Orhan Pamuk,3.46,161
11697,Granta 85,Ian Jack,3.83,254
11701,The Collected Poems 1957-1987,Octavio Paz,4.3,669
11702,The Labyrinth of Solitude and Other Writings,Octavio Paz,4.14,398
11704,Sor Juana,Octavio Paz,4.22,547
11705,Selected Poems,Octavio Paz,4.21,160
11707,The Double Flame,Octavio Paz,4.21,276
11715,The English Patient,Anthony Minghella,3.86,224
11723,Angels & Insects,A.S. Byatt,3.65,292
11728,The Blue Flower,Penelope Fitzgerald,3.47,226
11729,The Bookshop The Gate of Angels The Blue Flower,Penelope Fitzgerald,4.07,472
11734,The Human Stain,Philip Roth,3.88,384
11741,Housekeeping,Marilynne Robinson,3.82,219
11751,All Aunt Hagar's Children,Edward P. Jones,3.78,399
11752,Lost in the City,Edward P. Jones,4.03,268
11762,White Noise,Don DeLillo,3.87,320
11766,Love-Lies-Bleeding,Don DeLillo,3.41,112
11767,The Body Artist,Don DeLillo,3.24,128
11768,The Hotel New Hampshire,John Irving,3.9,520
11777,Black Girl,Joyce Carol Oates,3.23,288
11780,You Must Remember This,Joyce Carol Oates,3.76,436
11781,Wonderland,Joyce Carol Oates,3.8,528
11782,Missing Mom,Joyce Carol Oates,3.55,464
11784,After the Wreck I Picked Myself Up Spread My Wings and Flew Away,Joyce Carol Oates,3.46,292
11785,Zombie,Joyce Carol Oates,3.34,181
11801,The Stone Diaries,Carol Shields,3.87,384
11809,Insurgent Collective Action and Civil War in El Salvador,Elisabeth Jean Wood,3.83,332
11824,The Whipping Boy,Sid Fleischman,3.57,90
11831,Dicey's Song,Cynthia Voigt,3.96,359
11854,Puzzle Pack,Mary B. Collins,1,134
11861,City on the Seine,Andrew P. Trout,4.17,288
11862,Teach Them Diligently,Lou Priolo,4.25,162
11873,The Confessions of Nat Turner,William Styron,3.97,480
11876,Set This House On Fire,William Styron,3.69,567
11878,Darkness Visible,William Styron,4.04,96
11880,A Book of Blue Flowers,Robert L. Geneve,3.83,327
11886,Falconer,John Cheever,3.66,224
11890,The Wapshot Chronicle,John Cheever,3.76,352
11900,72 Hour Hold,Bebe Moore Campbell,3.81,336
11901,The Witching Hour,Anne Rice,4.11,1207
11907,The Victim,Saul Bellow,3.53,272
11908,The Adventures of Augie March,Saul Bellow,3.84,586
11910,Mr. Sammler's Planet,Saul Bellow,3.76,288
11912,Novels 19561964,Saul Bellow,4.19,793
11915,Broken,Kelley Armstrong,4.19,444
11917,Exit Strategy,Kelley Armstrong,3.89,480
11918,Bitten,Kelley Armstrong,4.05,436
11919,Haunted,Kelley Armstrong,4.09,495
11920,Dime Store Magic,Kelley Armstrong,4.08,414
11921,Industrial Magic,Kelley Armstrong,4.13,528
11922,Stolen,Kelley Armstrong,4.15,468
11932,The Line Between,Peter S. Beagle,4.12,231
11933,Tamsin,Peter S. Beagle,4.02,288
11934,The Fantasy Worlds of Peter Beagle,Peter S. Beagle,4.21,430
11938,The Innkeeper's Song,Peter S. Beagle,3.89,346
11949,Uncle Setnakt's Essential Guide to the Left Hand Path,Don Webb,4.37,128
11970,The Humanoids,Jack Williamson,3.75,299
11978,Terraforming Earth,Jack Williamson,3.46,352
11988,The Plague The Fall Exile and the Kingdom and Selected Essays,Albert Camus,4.34,656
11990,The Rebel,Albert Camus,4.15,320
11991,The Fall,Albert Camus,4.04,147
11995,Resistance Rebellion and Death,Albert Camus,4.2,288
11996,I Who Have Never Known Men,Jacqueline Harpman,4.09,206
12000,Crime Novels,Robert Polito,4.37,892
12001,Raise High the Roof Beam Carpenters and Seymour,J.D. Salinger,4.11,134
12009,The Algebraist,Iain M. Banks,4.02,434
12013,Excession,Iain M. Banks,4.21,499
12016,Look to Windward,Iain M. Banks,4.2,496
12017,Inversions,Iain M. Banks,3.92,343
12019,Iain Banks' 'The Wasp Factory' 'The Crow Road' and 'Whit',Alan MacGillivray,3.92,80
12022,A Song Of Stone,Iain Banks,3.17,280
12035,Herman Melville,Hershel Parker,4.22,928
12036,The Confidence-Man,Herman Melville,3.65,361
12043,The Italian Girl,Patricia Hall,3.48,208
12045,An Unofficial Rose,Iris Murdoch,3.76,288
12047,Days,Paul Bowles,3.31,128
12048,The Sheltering Sky,Paul Bowles,4.19,940
12049,The Spider's House,Paul Bowles,4.02,432
12050,A Hundred Camels in the Courtyard,Paul Bowles,3.98,90
12052,Collected Stories and Later Writings,Paul Bowles,4.41,1050
12055,Points in Time,Paul Bowles,3.67,96
12059,The Accidental Bodyguard,Ann Major,3.25,192
12066,The Nice and the Good,Iris Murdoch,3.84,362
12069,No More Christian Nice Guy,Paul Coughlin,3.77,224
12070,Good Omens,Terry Pratchett,4.25,384
12073,Philosophical Investigations,Ludwig Wittgenstein,4.23,464
12074,Wittgenstein's Poker,David Edmonds,3.76,368
12075,Tractatus Logico-Philosophicus,Ludwig Wittgenstein,4.07,142
12077,On Certainty,Ludwig Wittgenstein,4.16,114
12078,Wittgenstein on Rules and Private Language,Saul A. Kripke,4.01,160
12079,Ludwig Wittgenstein,Ray Monk,4.36,704
12080,Wittgenstein's Vienna,Allan Janik,4.06,315
12081,The Blue and Brown Books,Ludwig Wittgenstein,4.14,208
12083,Long Day's Journey into Night,Eugene O'Neill,4.07,179
12086,Long Day's Journey,Carlos A. Schwantes,4,408
12091,The Coming of Godot,Jonathan Croall,4,128
12095,The Bald Soprano and Other Plays,Eugne Ionesco,4.04,160
12108,The Discovery of New Worlds,Margaret Bertha Synge,3.5,252
12113,Six Characters in Search of an Author and Other Plays,Luigi Pirandello,3.95,224
12114,The Oil Jar and Other Stories,Luigi Pirandello,3.85,96
12116,The Late Mattia Pascal,Luigi Pirandello,4.03,272
12117,One No One and One Hundred Thousand,Luigi Pirandello,4.1,176
12118,Henry IV,Luigi Pirandello,3.91,80
12123,Sierra's Homecoming,Linda Lael Miller,4.09,248
12125,Homecoming,Cynthia Voigt,3.94,416
12137,Buried Child,Sam Shepard,3.91,120
12142,Seven Plays,Sam Shepard,4.18,336
12143,You Come Too,Robert Frost,4.15,92
12147,Watership Down,Richard Adams,4.06,476
12149,Tales from Watership Down,Richard Adams,3.79,267
12155,The Bake Shop Ghost,Jacqueline K. Ogburn,4.27,32
12157,The Journey That Saved Curious George,Louise Borden,4.11,80
12169,All the Sad Young Men,F. Scott Fitzgerald,3.96,504
12172,Memoirs of Hadrian,Marguerite Yourcenar,4.25,347
12180,Every Book Its Reader,Nicholas A. Basbanes,3.96,400
12186,Invitation to a Beheading,Vladimir Nabokov,3.9,192
12187,Ada or Ardor,Vladimir Nabokov,4.15,604
12188,Strong Opinions,Vladimir Nabokov,4,368
12193,The Portable Conrad,Joseph Conrad,4.28,762
12194,Lord Jim,Joseph Conrad,3.62,455
12195,Typhoon and Other Tales,Joseph Conrad,3.9,304
12201,Stopping by Woods on a Snowy Evening,Robert Frost,4.4,32
12202,The Poetry of Robert Frost,Robert Frost,4.25,607
12203,Frost,Thomas Bernhard,3.88,342
12204,The Road Not Taken and Other Poems,Robert Frost,4.28,49
12210,Collected Poems Prose and Plays,Robert Frost,4.32,1036
12212,Robert Frost,Jay Parini,4.11,514
12220,A Streetcar Named Desire,Tennessee Williams,3.98,107
12226,CliffNotes on Williams' Glass Menagerie & Streetcar Named Desire,James Lamar Roberts,3.7,88
12240,The Play Soldier,Chet Green,4.5,328
12248,Return to Ithaca,Mary Pope Osborne,4.14,112
12249,The New Testament,Richmond Lattimore,4.32,608
12250,Greek Lyrics,Richmond Lattimore,3.98,82
12263,The Gray-Eyed Goddess,Mary Pope Osborne,4.09,128
12275,The Intelligent Woman's Guide to Socialism Capitalism Sovietism and Fascism,George Bernard Shaw,3.87,565
12279,Molloy Malone Dies The Unnamable,Samuel Beckett,4.28,512
12288,The Adventures of Race Williams,Carroll John Daly,3.45,342
12290,The Hidden Hand,Carroll John Daly,3.43,272
12292,Murder from the East,Carroll John Daly,3.63,312
12293,Education as My Agenda,Jo Ann Ooiman Robinson,4.25,336
12296,The Scarlet Letter,Nathaniel Hawthorne,3.4,279
12302,Nathaniel Hawthorne's The Scarlet Letter,Nathaniel Hawthorne,3.4,240
12317,Human All Too Human,Friedrich Nietzsche,4.21,396
12319,Basic Writings of Nietzsche,Friedrich Nietzsche,4.11,862
12321,Beyond Good and Evil,Friedrich Nietzsche,4.01,240
12322,Daybreak,Friedrich Nietzsche,4.18,292
12328,How To Draw The Legend Of Zelda,Michael Teitelbaum,4.21,32
12335,Savage Beauty,Nancy Milford,4.01,608
12349,My Year of Meats,Ruth Ozeki,3.96,366
12358,The Partly Cloudy Patriot,Sarah Vowell,3.88,197
12365,The Risk Pool,Richard Russo,4.04,479
12366,The Whore's Child and Other Stories,Richard Russo,3.75,240
12370,Supermob,Gus Russo,3.88,640
12372,The Lay of the Land,Richard Ford,3.9,485
12375,Tom Ford,Graydon Carter,4.47,416
12378,The People's Tycoon,Steven Watts,4.02,656
12381,Wilderness,Jim Morrison,3.96,214
12383,When Somebody Loves You Back,Mary B. Morrison,4.38,285
12395,Journey to the End of the Night,Louis-Ferdinand Cline,4.23,453
12398,Europe Central,William T. Vollmann,3.92,811
12401,Historical Atlas of Central Europe,Paul Robert Magocsi,4.43,288
12408,Passing,Nella Larsen,3.85,546
12412,The Complete Fiction of Nella Larsen,Nella Larsen,4.14,278
12417,The Poet of Tolstoy Park,Sonny Brewer,3.93,304
12419,A Calendar of Wisdom,Leo Tolstoy,4.07,384
12424,Safe Conduct,Boris Pasternak,3.82,256
12427,Letters,Boris Pasternak,4.26,380
12441,Traveller,Richard Adams,3.92,355
12442,The Plague Dogs,Richard Adams,3.85,390
12444,Maia,Richard Adams,4.01,1056
12445,The Girl in a Swing,Richard Adams,3.52,339
12447,You Can't Go Home Again,Thomas Wolfe,4.04,711
12448,Look Homeward Angel,Thomas Wolfe,3.93,644
12451,Of Time and the River,Thomas Wolfe,4.2,896
12457,Boys' Life & Search and Destroy,Howard Korder,3.76,160
12458,Complete Plays 19201931,Eugene O'Neill,4.18,1092
12461,Complete Plays 19131920,Eugene O'Neill,4.1,1107
12466,The Castle in the Forest,Norman Mailer,3.14,477
12467,The Naked and the Dead,Norman Mailer,3.94,721
12468,The Executioner's Song,Norman Mailer,4.06,1056
12473,The Big Empty,Norman Mailer,3.3,218
12474,The Armies of the Night,Norman Mailer,3.66,304
12478,Cold Blood,Lynda La Plante,3.92,462
12482,Amazing Disgrace,James Hamilton-Paterson,3.8,320
12495,You Don't Know Jack,Erin McCarthy,3.72,255
12496,The Sunset Limited,Cormac McCarthy,3.96,160
12497,No Country for Old Men,Cormac McCarthy,4.14,309
12502,McCarthy's Bar,Pete McCarthy,3.8,338
12505,The Idiot,Fyodor Dostoyevsky,4.18,667
12511,The Complete Idiot's Guide to Calculus,W. Michael Kelley,4.11,352
12513,True and False,David Mamet,3.95,144
12517,On Directing Film,David Mamet,3.86,107
12522,Book of Dreams,Jack Kerouac,3.44,250
12526,Three by Annie Dillard,Annie Dillard,4.34,617
12527,Pilgrim at Tinker Creek,Annie Dillard,4.11,288
12528,An American Childhood,Annie Dillard,3.91,255
12532,For the Time Being,Annie Dillard,4.16,205
12533,The Maytrees,Annie Dillard,3.57,216
12535,Plan B,Anne Lamott,4.05,352
12537,All New People,Anne Lamott,3.63,166
12540,Operating Instructions,Anne Lamott,4.19,251
12545,Stiff,Mary Roach,4.06,304
12546,A Working Stiff's Manifesto,Iain Levison,3.83,164
12550,Stiff Upper Lip Jeeves,P.G. Wodehouse,4.29,211
12555,The Bonesetter's Daughter,Amy Tan,3.99,387
12557,The Kitchen God's Wife,Amy Tan,4.01,416
12558,The Moon Lady,Amy Tan,3.97,32
12560,The Short History of a Prince,Jane Hamilton,3.65,432
12561,The Guardian,Jane Hamilton,3.72,239
12564,Sometimes a Great Notion,Ken Kesey,4.17,715
12568,Trout Fishing in America,Richard Brautigan,4.15,400
12569,Revenge of the Lawn,Richard Brautigan,4.29,544
12570,A Confederate General from Big Sur,Richard Brautigan,4.25,608
12571,An Unfortunate Woman,Richard Brautigan,3.78,132
12577,The Collected Stories,Eudora Welty,4.23,622
12578,Complete Novels,Eudora Welty,4.17,1012
12579,Eudora Welty,Eudora Welty,4.43,226
12582,Essential Welty,Eudora Welty,3.94,1
12583,Losing Battles,Eudora Welty,3.6,436
12586,The Eye of the Story,Eudora Welty,4.06,368
12589,The Golden Apples,Eudora Welty,3.88,288
12590,One Writer's Beginnings,Eudora Welty,4.06,104
12609,The Spirit Catches You and You Fall Down,Anne Fadiman,4.17,341
12612,Hegemony or Survival,Noam Chomsky,3.97,301
12614,The Chomsky-Foucault Debate,Noam Chomsky,3.94,213
12615,Media Control,Noam Chomsky,4.02,103
12618,On Anarchism,Noam Chomsky,3.93,256
12620,The Chomsky Reader,Noam Chomsky,3.98,492
12622,Language and Mind,Noam Chomsky,3.86,190
12623,Perilous Power,Noam Chomsky,4.05,242
12627,What Uncle Sam Really Wants,Noam Chomsky,3.99,111
12630,Imperial Ambitions,Noam Chomsky,3.97,226
12631,On MisEducation,Noam Chomsky,3.76,199
12645,Aspects of the Theory of Syntax,Noam Chomsky,3.96,261
12646,On Democracy & Education,Noam Chomsky,3.96,480
12648,Cat Breaking Free,Shirley Rousseau Murphy,4.22,375
12649,Confessions,Jean-Jacques Rousseau,3.62,676
12650,Cat Cross Their Graves,Shirley Rousseau Murphy,4.32,385
12651,The Social Contract,Jean-Jacques Rousseau,3.77,168
12652,Cat in the Dark,Shirley Rousseau Murphy,4.25,320
12657,The Source,James A. Michener,4.3,1080
12658,Hawaii,James A. Michener,4.2,1136
12661,Chesapeake,James A. Michener,4.18,1024
12662,Caravans,James A. Michener,4.05,320
12664,Iberia,James A. Michener,3.71,960
12665,Centennial,James A. Michener,4.24,1086
12686,Marley & Me,John Grogan,4.13,306
12691,Marley and Me,John Grogan,4.13,291
12722,The Moon Is Down,John Steinbeck,3.9,144
12723,Ride the Moon Down,Terry C. Johnston,4.15,576
12724,Drawing Down the Moon,Margot Adler,4.02,672
12725,Sing Down the Moon,Scott O'Dell,3.74,124
12738,The Transit of Venus,Shirley Hazzard,3.89,352
12746,Kingsblood Royal,Sinclair Lewis,3.97,352
12749,Swann's Way,Marcel Proust,4.14,492
12769,Lady of the Lake,Elizabeth Mayne,3.27,304
12770,A Kiss Before Dying,Ira Levin,3.94,242
12783,The Satanic Verses,Salman Rushdie,3.71,560
12786,The City of Falling Angels,John Berendt,3.54,414
12787,Falling Angel,William Hjortsberg,3.92,302
12793,The Collaborator,Alice Kaplan,3.9,308
12807,The Crazed,Ha Jin,3.5,336
12812,Chickenhawk,Robert Mason,4.09,400
12817,Nuns and Soldiers,Iris Murdoch,3.93,512
12822,Cliffs Notes on Wiesel's Night,Maryam Riess,3.4,80
12823,The Night Trilogy,Elie Wiesel,4.29,318
12827,Strong Motion,Jonathan Franzen,3.52,528
12828,How to Be Alone,Jonathan Franzen,3.59,306
12829,The Twenty-Seventh City,Jonathan Franzen,3.12,528
12840,Second Ring of Power,Carlos Castaeda,4.03,328
12841,The Active Side of Infinity,Carlos Castaeda,4.16,288
12842,Journey to Ixtlan,Carlos Castaeda,4.12,272
12843,The Wheel of Time,Carlos Castaeda,4.03,304
12844,Power of Silence,Carlos Castaeda,4.22,288
12845,Tales of Power,Carlos Castaeda,4.13,304
12846,Fire from Within,Carlos Castaeda,4.14,304
12847,The Art of Dreaming,Carlos Castaeda,4.1,260
12851,The Best Stories of Fyodor Dostoevsky,Fyodor Dostoyevsky,4.26,352
12852,The Best Short Stories,Fyodor Dostoyevsky,4.26,320
12853,Demons,Fyodor Dostoyevsky,4.27,733
12855,Great Short Works of Fyodor Dostoevsky,Fyodor Dostoyevsky,4.42,768
12859,Celtic Tree Mysteries,Steve Blamires,3.92,278
12873,Rebecca,Daphne du Maurier,4.23,441
12876,Betraying Spinoza,Rebecca Goldstein,3.92,304
12879,Shadow of the Moon,Rebecca York,3.79,336
12880,Black Lamb and Grey Falcon,Rebecca West,4.23,1181
12881,Operation Shylock,Philip Roth,3.77,400
12885,Lost in the Funhouse,John Barth,3.7,205
12901,CliffsNotes on Faulkner's As I Lay Dying,James Lamar Roberts,3.73,72
12905,The Sound and the Fury As I Lay Dying Sanctuary Intruder in the Dust,William Faulkner,4.05,760
12906,CliffsNotes on Faulkner's Absalom Absalom,James Lamar Roberts,3.12,64
12912,The Aeneid,Virgil,3.84,486
12922,The Castle of Otranto,Horace Walpole,3.18,106
12930,Messenger,Lois Lowry,3.91,169
12931,Gossamer,Lois Lowry,3.9,144
12932,Anastasia on Her Own,Lois Lowry,3.9,160
12933,Stay,Lois Lowry,3.93,128
12936,Gathering Blue,Lois Lowry,3.82,240
12937,See You Around Sam,Lois Lowry,3.71,128
12938,King Lear,William Shakespeare,3.91,338
12947,The Turn of the Screw,Henry James,3.43,271
12950,The Turn of the Screw and The Aspern Papers,Henry James,3.79,272
12951,The Turn of the Screw and Other Short Fiction,Henry James,3.8,527
12958,Much Ado about Nothing,William Shakespeare,4.07,196
12967,Winter's Tale,Mark Helprin,3.5,748
12969,Winter's Tales,Isak Dinesen,3.9,320
12984,Tempest,Troy Denning,3.82,400
12990,Red,Terry Tempest Williams,4.02,288
12993,Hamlet The Texts of 1603 and 1623,William Shakespeare,4.27,384
12994,Hamlet's Dresser,Bob Smith,3.74,288
12995,The Hamlet,William Faulkner,3.87,409
12996,Othello,William Shakespeare,3.89,314
13006,Julius Caesar,William Shakespeare,3.68,128
13018,Cliffsnotes on Shakespeare's Henry IV Part 1,James K. Lowers,3.88,80
13020,King Henry IV Part 1,William Shakespeare,3.83,398
13023,Alice in Wonderland,Lewis Carroll,4.03,92
13033,The Alexandria Quartet,Lawrence Durrell,4.17,884
13037,Justine,Lawrence Durrell,3.89,253
13039,Clea,Lawrence Durrell,4.18,288
13042,Kate Vaiden,Reynolds Price,3.91,306
13050,The Social Contract and The First and Second Discourses,Jean-Jacques Rousseau,3.83,328
13060,Nature Girl,Carl Hiaasen,3.63,306
13061,Stormy Weather,Carl Hiaasen,3.95,388
13062,Skin Tight,Carl Hiaasen,3.96,420
13063,Basket Case,Carl Hiaasen,3.82,400
13064,Tourist Season,Carl Hiaasen,3.94,404
13066,Sick Puppy,Carl Hiaasen,3.89,464
13067,Flush,Carl Hiaasen,3.88,263
13068,Double Whammy,Carl Hiaasen,3.93,404
13069,Naked Came the Manatee,Carl Hiaasen,3.48,208
13074,Strip Tease,Carl Hiaasen,3.84,464
13076,A Carl Hiaasen Collection,Carl Hiaasen,4.45,9
13079,Skinny Dip,Carl Hiaasen,3.81,496
13083,Hoot,Carl Hiaasen,3.82,292
13086,Suburban Nation,Andrs Duany,4.08,320
13100,The Bible Cure For Diabetes,Don Colbert,3.84,96
13104,The Celestine Prophecy,James Redfield,3.87,68
13105,The Tenth Insight,James Redfield,3.64,256
13119,The Dark Side Of Genius,Donald Spoto,3.83,608
13122,Marilyn Monroe,Donald Spoto,4.03,752
13128,Cross,James Patterson,4,393
13130,Judge & Jury,James Patterson,4,419
13131,The 6th Target,James Patterson,4.04,390
13133,The Quickie,James Patterson,3.83,357
13134,You've Been Warned,James Patterson,3.53,374
13136,2nd Chance,James Patterson,4.04,400
13137,1st to Die,James Patterson,4.08,424
13138,Season of the Machete,James Patterson,3.25,341
13139,School's OutForever,James Patterson,4.15,409
13140,Jack & Jill,James Patterson,3.96,466
13141,The Midnight Club,James Patterson,3.82,368
13142,Cat & Mouse,James Patterson,3.98,432
13143,Pop Goes the Weasel,James Patterson,4,461
13144,Roses Are Red,James Patterson,4.04,421
13145,Along Came a Spider,James Patterson,4.11,449
13146,Black Friday,James Patterson,3.68,480
13147,Honeymoon,James Patterson,3.83,406
13148,Kiss the Girls,James Patterson,3.96,481
13149,The Thomas Berryman Number,James Patterson,2.86,272
13151,London Bridges,James Patterson,3.94,403
13152,The Angel Experiment,James Patterson,4.08,445
13155,3rd Degree,James Patterson,4.02,352
13157,The Jester,James Patterson,3.8,548
13158,See How They Run,James Patterson,3.84,320
13161,Miracle on the 17th Green,James Patterson,3.68,160
13162,When the Wind Blows,James Patterson,3.93,416
13164,SantaKid,James Patterson,3.88,48
13173,A Little Prairie House,Laura Ingalls Wilder,4.19,32
13177,Private Parts,Howard Stern,3.77,660
13180,The Private Parts of Women,Lesley Glaister,3.8,288
13194,Green Arrow Vol. 1,Kevin Smith,4.07,232
13196,Quiver,Stephanie Spinner,3.51,177
13199,A Quiver Full of Arrows,Jeffrey Archer,3.78,288
13203,Celebrations,Maya Angelou,4.13,128
13206,The Collected Autobiographies of Maya Angelou,Maya Angelou,4.63,1184
13210,Wouldn't Take Nothing for My Journey Now,Maya Angelou,4.27,127
13211,And Still I Rise,Maya Angelou,4.42,54
13215,Life Doesn't Frighten Me,Maya Angelou,4.41,32
13237,Dreaming in Pictures,Lewis Carroll,4.01,172
13238,Lewis Carroll's Jabberwocky,Lewis Carroll,4.14,14
13241,The Collected Short Stories of Maxim Gorky,Maxim Gorky,3.96,404
13254,Name Dropping,Jane Heller,3.52,323
13257,Many Luscious Lollipops,Ruth Heller,4.06,48
13258,What Was She Thinking,Zo Heller,3.71,258
13260,Night of Long Shadows,Paul Crilley,3.65,306
13270,Poetics,Aristotle,3.82,144
13275,Poetics of Music in the Form of Six Lessons,Igor Stravinsky,4.11,160
13276,An Introduction to the Old Testament Poetic Books,C. Hassell Bullock,3.68,392
13285,Mondrian,John Milner,3.73,235
13310,Writings on Art,Mark Rothko,3.84,192
13314,The Legacy of Mark Rothko,Lee Seldes,3.87,403
13320,Mark Rothko,Diane Waldman,4.04,296
13323,Mark Rothko 1903 1970,Diane Waldman,4.04,296
13329,A World of Art,Henry M. Sayre,3.73,592
13337,The Odes,Pindar,3.89,256
13342,The Odes and Selected Fragments,Pindar,3.89,352
13345,Sabriel,Garth Nix,4.17,311
13347,Euripides 3,Euripides,3.88,392
13357,Eragon,Prima Publishing,3.98,176
13360,Battlefield of the Mind,Joyce Meyer,4.34,288
13365,A Lady At Last,Brenda Joyce,4.06,379
13368,James Joyce's Ulysses,Stuart Gilbert,4.17,405
13374,A Complicated Kindness,Miriam Toews,3.65,253
13379,Race of Scorpions,Dorothy Dunnett,4.42,534
13382,Vinyl Cafe Odd Jobs,Stuart McLean,4.56,3
13383,Vinyl Cafe Coast to Coast Story Service,Stuart McLean,4.45,3
13388,Vinyl Cafe Diaries,Stuart McLean,4.19,302
13397,Checkmate,David Michaels,3.94,402
13398,Operation Barracuda,David Michaels,4.02,326
13399,Splinter Cell,David Michaels,3.85,355
13413,Dark Visions,Douglas E. Winter,3.89,381
13414,Ancilla to the Pre-Socratic Philosophers,Kathleen Banks Freeman,4.25,172
13421,The Presocratics,Philip Ellis Wheelwright,4.04,352
13422,The Presocratic Philosophers,Geoffrey S. Kirk,4.25,518
13423,Presocratic Philosophy,Catherine Osborne,3.58,144
13425,The First Philosophers,Robin Waterfield,3.95,400
13440,Skeleton Crew,Stephen King,3.96,612
13444,The Talisman,Stephen King,4.13,646
13460,Girls Think of Everything,Catherine Thimmesh,4.15,64
13462,How Dogs Think,Stanley Coren,3.99,368
13463,The How to Think Like Leonardo da Vinci Workbook,Michael J. Gelb,3.85,288
13467,Brit-Think Ameri-Think,Jane Walmsley,3.26,160
13469,What You Think of Me Is None of My Business,Terry Cole-Whittaker,4.1,208
13470,Think on These Things,Jiddu Krishnamurti,4.36,258
13484,Think Like a Cat,Pam Johnson-Bennett,4.06,413
13485,Think Like a Guy,Giuliana DePandi,3.15,172
13486,How to Think Theologically,Howard W. Stone,3.67,142
13487,JoJo's Bizarre Adventure Vol. 6,Hirohiko Araki,4.36,208
13488,JoJo's Bizarre Adventure Vol. 4,Hirohiko Araki,4.45,208
13489,JoJo's Bizarre Adventure Vol. 5,Hirohiko Araki,4.41,208
13490,JoJo's Bizarre Adventure Vol. 7,Hirohiko Araki,4.42,208
13493,JoJo's Bizarre Adventure Vol. 8,Hirohiko Araki,4.46,208
13500,Fevre Dream,George R.R. Martin,3.86,350
13501,The Hedge Knight,Ben Avery,4.14,164
13505,Tuf Voyaging,George R.R. Martin,4.1,448
13506,Jack of Kinrowan,Charles de Lint,4.12,412
13508,Lies My Teacher Told Me,James W. Loewen,3.96,384
13509,Lies My Teacher Told Me about Christopher Columbus,James W. Loewen,4,48
13517,C.G. Jung and Hermann Hesse,Miguel Serrano,4.02,142
13519,The Journey to the East,Hermann Hesse,3.7,128
13521,Son of a Witch,Gregory Maguire,3.47,352
13529,March,Geraldine Brooks,3.75,280
13530,Foreign Correspondence,Geraldine Brooks,3.85,240
13549,From Far Away Vol. 12,Kyoko Hikawa,4.43,208
13550,From Far Away Vol. 13,Kyoko Hikawa,4.48,208
13551,From Far Away Vol. 14,Kyoko Hikawa,4.5,208
13552,Very Far Away from Anywhere Else,Ursula K. Le Guin,3.91,133
13557,Vagabond Volume 20,Takehiko Inoue,4.41,224
13568,Tsubasa,CLAMP,4.28,183
13588,Hikaru no Go Vol. 7,Yumi Hotta,4.26,205
13589,Hikaru no Go Vol. 8,Yumi Hotta,4.22,205
13590,Hikaru no Go Vol. 1,Yumi Hotta,4.1,187
13591,Hikaru no Go Vol. 9,Yumi Hotta,4.27,207
13592,Hikaru no Go Vol. 10,Yumi Hotta,4.28,203
13614,Death Note Vol. 8,Tsugumi Ohba,4.26,201
13615,Death Note Vol. 1,Tsugumi Ohba,4.43,195
13616,Death Note Vol. 4,Tsugumi Ohba,4.39,204
13617,Death Note Vol. 5,Tsugumi Ohba,4.34,201
13618,Death Note Vol. 3,Tsugumi Ohba,4.43,200
13619,Death Note Vol. 2,Tsugumi Ohba,4.43,197
13620,Death Note Vol. 6,Tsugumi Ohba,4.39,215
13621,Death Note Vol. 7,Tsugumi Ohba,4.43,211
13622,Death Note Vol. 9,Tsugumi Ohba,4.21,193
13623,Death Note Vol. 10,Tsugumi Ohba,4.22,188
13624,The Worm Ouroboros,E.R. Eddison,3.71,446
13625,Mistress of Mistresses,E.R. Eddison,3.64,405
13628,The Mezentian Gate,E.R. Eddison,3.6,275
13629,The Mythical Man-Month,Frederick P. Brooks Jr.,4.05,322
13630,Museum of Terror Vol. 1,Junji Ito,4.09,375
13631,Museum of Terror Vol. 2,Junji Ito,4.11,376
13632,Museum of Terror Vol. 3,Junji Ito,4.12,392
13633,Tomie 1 ,Junji Ito,3.94,248
